λ (nm),E17016R/E17012R sur SN2,,,,,,,,,,,,,,,,,,,,,,Design Nominal,,Requirements,,,Tmoy sur les 21 points de mesures,,Points,Moyenne entre 652-1270nm,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,,,,λ (nm),T(%),,,,,,
1165,98.4500,98.7134,98.8663,99.1452,99.6094,99.3796,99.1318,99.3271,98.6018,99.5068,99.2959,99.5191,99.4197,99.6418,99.3416,99.5525,99.1363,98.8021,98.2021,98.2177,98.9484,,97.6338,,,,,99.0861,,,,
1164,98.6091,98.8679,98.9248,99.2337,99.7513,99.4434,99.2047,99.4624,98.7051,99.5382,99.4401,99.6475,99.5728,99.7758,99.4892,99.5985,99.2527,98.9047,98.3620,98.3153,98.9982,,97.7422,,,,,99.1951,,,,
1163,98.8255,99.0653,99.0620,99.4345,99.8260,99.6063,99.3107,99.5896,98.9125,99.6721,99.5628,99.7312,99.7301,99.8628,99.6230,99.6141,99.3955,99.0752,98.6140,98.4350,99.1044,,97.8485,,,,,99.3358,,,,
1162,98.8741,99.1328,99.2007,99.5006,99.8830,99.7336,99.4270,99.6388,99.0480,99.8105,99.6411,99.8484,99.8194,99.8941,99.7269,99.7358,99.5196,99.2442,98.7685,98.6340,99.1432,,97.9523,,,,,99.4393,,,,
1161,98.9568,99.2065,99.3447,99.5609,100.0189,99.8507,99.5531,99.7425,99.1485,99.9186,99.7626,99.9365,99.8707,99.9398,99.8596,99.8362,99.6333,99.2381,98.7960,98.7038,99.1635,,98.053,,,,,99.5258,,,,
1160,99.0743,99.3361,99.4742,99.6458,100.0991,99.8719,99.6057,99.8173,99.2124,99.9476,99.8351,99.9343,99.9365,100.0390,99.8953,99.9254,99.6580,99.1861,98.7758,98.6992,99.2197,,98.1502,,,,,99.5804,,,,
1159,99.1426,99.3921,99.5680,99.6994,100.1548,99.9321,99.6726,99.8720,99.3664,100.0189,99.8575,100.0134,100.0523,100.0501,99.9978,99.9978,99.8352,99.2102,98.8641,98.8719,99.2237,,98.2434,,,,,99.6568,,,,
1158,99.2169,99.5239,99.5962,99.7608,100.1580,100.0067,99.7964,99.9555,99.4772,100.0801,99.8988,100.0690,100.0946,100.1035,100.0467,100.0334,99.9566,99.2941,99.0688,99.0455,99.1677,,98.3322,,,,,99.7310,,,,
1157,99.3131,99.5754,99.5977,99.8633,100.2201,100.0411,99.8277,99.9100,99.5788,100.0422,99.9800,100.0378,100.1145,100.1178,100.0589,100.0333,99.9567,99.3588,99.2257,99.1869,99.1029,,98.4161,,,,,99.7687,,,,
1156,99.3608,99.6276,99.6354,99.8911,100.3046,100.0789,99.8544,99.8410,99.6721,100.0345,99.9822,100.0145,100.0900,100.1234,100.0056,100.0956,99.9555,99.3617,99.2464,99.2819,99.1097,,98.4946,,,,,99.7889,,,,
1155,99.3940,99.5774,99.6453,99.8832,100.3013,100.0078,99.8432,99.8844,99.6964,100.0612,99.9589,100.0189,100.1190,100.1434,100.0311,100.0912,100.0022,99.3719,99.3265,99.2889,99.1551,,98.5674,,,,,99.8001,,,,
1154,99.5762,99.6519,99.7420,99.9266,100.3626,100.0044,99.9566,100.0067,99.7920,100.1602,100.0323,100.1401,100.2080,100.2124,100.1168,100.1324,100.0934,99.3959,99.3815,99.3227,99.1835,,98.6339,,,,,99.8761,,,,
1153,99.5853,99.7721,99.7865,99.9867,100.4269,99.9956,100.0189,100.0378,99.9122,100.1468,100.0901,100.1846,100.2390,100.2023,100.2079,100.1690,100.0800,99.4077,99.4510,99.3756,99.1439,,98.6938,,,,,99.9152,,,,
1152,99.5074,99.8165,99.8643,99.9833,100.4047,99.9778,99.9956,100.0578,99.9744,100.1523,100.0789,100.2024,100.2491,100.2102,100.2635,100.2013,100.1101,99.3270,99.4756,99.4191,99.0938,,98.7468,,,,,99.9222,,,,
1151,99.5009,99.7454,99.8410,99.8410,100.2935,99.9844,99.9233,100.0078,99.9900,100.1023,100.0000,100.0689,100.1434,100.1089,100.1790,100.1723,100.0878,99.3144,99.4639,99.4639,99.0266,,98.7924,,,,,99.8695,,,,
1150,99.5324,99.7390,99.7201,99.9034,100.2232,99.9678,99.8767,99.9756,100.0622,100.0311,99.9767,100.0333,100.0955,100.0444,100.1222,100.1533,100.1100,99.3418,99.5690,99.5269,98.9514,,98.8305,,,,,99.8550,,,,
1149,99.4937,99.7413,99.7102,99.8890,100.1388,99.9056,99.8446,99.8868,100.1132,99.9556,99.9223,99.9933,100.0333,100.0089,100.0389,100.0500,100.0877,99.2462,99.6320,99.5366,98.8727,,98.8607,,,,,99.8143,,,,
1148,99.4019,99.6982,99.7337,99.7159,100.0632,99.8347,99.7714,99.7526,100.0932,99.8779,99.8191,99.8702,99.9390,99.9578,99.9234,99.9134,99.9556,99.1935,99.6167,99.5624,98.7439,,98.8826,,,,,99.7351,,,,
1147,99.3906,99.7347,99.7647,99.6814,100.0699,99.8513,99.7680,99.7392,100.1010,99.8502,99.7780,99.8812,99.9756,99.8857,99.9168,99.9001,99.9911,99.1107,99.5310,99.5266,98.5538,,98.8963,,,,,99.7144,,,,
1146,99.3499,99.6572,99.6960,99.6206,99.9689,99.7360,99.7493,99.6517,100.0910,99.7615,99.7437,99.7992,99.8813,99.7748,99.8824,99.8868,99.9345,98.9394,99.4586,99.4443,98.4770,,98.9013,,,,,99.6431,,,,
1145,99.2594,99.6275,99.6596,99.5976,99.8914,99.6153,99.7195,99.5621,100.1098,99.6652,99.7129,99.7029,99.8381,99.7173,99.8470,99.8226,99.8681,98.8533,99.3670,99.4454,98.4056,,98.8977,,,,,99.5851,,,,
1144,99.1610,99.5766,99.6320,99.4913,99.8892,99.5533,99.6176,99.5611,100.1396,99.5799,99.6331,99.6675,99.7684,99.6464,99.8027,99.7894,99.8991,98.8054,99.4054,99.4287,98.2377,,98.8852,,,,,99.5374,,,,
1143,99.1365,99.5351,99.5184,99.3535,99.7875,99.5018,99.5528,99.5306,100.0974,99.4631,99.5306,99.5273,99.6225,99.4808,99.6192,99.7332,99.8063,98.7128,99.4078,99.4067,98.0926,,98.8639,,,,,99.4484,,,,
1142,99.1112,99.4853,99.5207,99.2640,99.6447,99.3758,99.4743,99.3514,99.9934,99.4388,99.3957,99.3580,99.5351,99.3082,99.4510,99.5252,99.6967,98.5675,99.2926,99.3478,98.0824,,98.8337,,,,,99.3438,,,,
1141,99.0115,99.3524,99.4388,99.1554,99.4698,99.2750,99.2860,99.1687,99.8982,99.3170,99.1897,99.2152,99.3646,99.1842,99.3679,99.3303,99.5329,98.4085,99.1778,99.2384,97.8932,,98.7946,,,,,99.2036,,,,
1140,98.9116,99.2559,99.2670,99.1042,99.3633,99.2161,99.2393,99.0367,99.8937,99.1419,99.1264,99.1297,99.2836,99.1629,99.2836,99.2316,99.3788,98.2911,99.0684,99.1301,97.6313,,98.7466,,,,,99.1022,,,,
1139,98.7703,99.0824,99.1068,98.9441,99.2418,99.0548,99.1621,98.9120,99.7853,98.9839,99.0061,98.9917,99.1931,99.0160,99.1178,99.1024,99.2938,98.2285,99.0111,99.0618,97.5248,,98.69,,,,,98.9805,,,,
1138,98.6221,98.8988,98.9918,98.7726,99.0991,98.8280,98.9508,98.7759,99.6414,98.8280,98.7759,98.7925,99.0526,98.8080,98.9674,98.9087,99.2109,98.0896,98.8632,98.9648,97.4056,,98.6247,,,,,98.8213,,,,
1137,98.5400,98.8178,98.9650,98.7082,98.9252,98.6385,98.8056,98.6296,99.5772,98.6772,98.6938,98.6684,98.9761,98.7149,98.8422,98.7846,99.0868,97.8228,98.7537,98.8253,97.2030,,98.5509,,,,,98.6979,,,,
1136,98.4315,98.7567,98.8950,98.5565,98.8242,98.6008,98.8153,98.5222,99.5222,98.5775,98.5997,98.5543,98.8386,98.6273,98.7999,98.7335,98.9636,97.6479,98.6679,98.7606,97.0179,,98.469,,,,,98.6054,,,,
1135,98.3115,98.5778,98.7127,98.3314,98.6729,98.4662,98.6784,98.4032,99.3657,98.4121,98.3999,98.3546,98.6220,98.3403,98.6231,98.5646,98.8276,97.4649,98.4105,98.6163,96.9048,,98.3791,,,,,98.4315,,,,
1134,98.1864,98.4680,98.5619,98.2272,98.5188,98.3189,98.5244,98.3012,99.2500,98.2891,98.3123,98.2504,98.4990,98.1577,98.4095,98.4702,98.7420,97.2545,98.2709,98.5228,96.7168,,98.2815,,,,,98.2977,,,,
1133,98.0053,98.3388,98.3631,98.1014,98.4106,98.1555,98.3598,98.0969,99.1849,98.0782,98.1301,98.1102,98.3399,98.0605,98.2648,98.2814,98.6161,97.1610,98.2603,98.5266,96.5525,,98.1765,,,,,98.1618,,,,
1132,97.8683,98.1853,98.1985,97.9611,98.2438,97.9920,98.1223,97.8827,98.9850,97.8760,97.9346,97.9202,98.1544,97.9059,98.1201,98.0870,98.4426,96.9817,98.1395,98.2957,96.4341,,98.0645,,,,,97.9872,,,,
1131,97.7246,98.0205,98.1099,97.7765,98.0580,97.8527,97.9586,97.7798,98.8099,97.7224,97.7908,97.7952,98.0337,97.7334,97.9299,97.9277,98.2435,96.7378,97.9084,97.9787,96.2548,,97.946,,,,,97.8165,,,,
1130,97.5551,97.8277,97.9723,97.5573,97.8498,97.6412,97.8277,97.6014,98.6832,97.5076,97.5540,97.6169,97.8675,97.5573,97.7460,97.8244,98.0065,96.5904,97.7331,97.7738,96.0966,,97.8212,,,,,97.6376,,,,
1129,97.3666,97.6338,97.8094,97.3998,97.7178,97.4749,97.7178,97.4638,98.5425,97.3887,97.3987,97.4064,97.7376,97.4450,97.6007,97.7509,97.8249,96.4851,97.5978,97.6143,96.0229,,97.6906,,,,,97.4952,,,,
1128,97.1659,97.4805,97.7024,97.2829,97.6031,97.3856,97.6141,97.3911,98.3925,97.2696,97.2829,97.3182,97.6285,97.3337,97.4816,97.6340,97.7289,96.3309,97.4227,97.4975,95.9051,,97.5547,,,,,97.3739,,,,
1127,96.9976,97.3661,97.5857,97.1719,97.4599,97.2227,97.4500,97.2282,98.2356,97.0549,97.1167,97.1487,97.4202,97.1895,97.3076,97.4864,97.5769,96.2311,97.3065,97.5069,95.6879,,97.414,,,,,97.2262,,,,
1126,96.8603,97.1757,97.3389,96.9585,97.3158,96.9684,97.2353,97.0037,98.0072,96.7853,96.8780,96.8471,97.2022,96.9199,97.0721,97.2044,97.3533,96.0309,97.1461,97.3397,95.5568,,97.269,,,,,97.0095,,,,
1125,96.7195,96.9909,97.0935,96.8221,97.1001,96.8023,97.0593,96.8265,97.8248,96.6434,96.6975,96.6390,97.0262,96.7526,96.9071,97.0262,97.2049,95.8783,97.0049,97.1005,95.4796,,97.1202,,,,,96.8381,,,,
1124,96.5144,96.8496,96.9125,96.6842,96.9720,96.6236,96.8937,96.6875,97.7241,96.5266,96.5288,96.4847,96.8353,96.6578,96.7702,96.8529,97.0183,95.7453,96.7958,96.8914,95.3466,,96.9681,,,,,96.6817,,,,
1123,96.3484,96.7574,96.8368,96.4520,96.8423,96.4531,96.7850,96.5292,97.5788,96.3627,96.3836,96.3991,96.7585,96.4718,96.6868,96.6725,96.8930,95.5793,96.6515,96.6977,95.2598,,96.8132,,,,,96.5428,,,,
1122,96.1919,96.5874,96.7659,96.3428,96.6558,96.3682,96.6778,96.4056,97.3841,96.1952,96.2910,96.3164,96.6899,96.3638,96.5213,96.6117,96.7924,95.4233,96.5279,96.5642,95.2003,,96.6562,,,,,96.4227,,,,
1121,96.0676,96.4046,96.7129,96.2218,96.5312,96.3055,96.5444,96.2812,97.2250,96.1106,96.1084,96.1249,96.5147,96.2801,96.3341,96.5037,96.5466,95.2162,96.3317,96.4086,95.0994,,96.4976,,,,,96.2797,,,,
1120,95.9843,96.2353,96.5600,96.0856,96.3861,96.2165,96.4059,96.1560,97.1027,95.9931,95.9733,95.9876,96.4301,96.1692,96.2353,96.3652,96.4334,95.0820,96.1760,96.2791,95.0003,,96.3378,,,,,96.1551,,,,
1119,95.8392,96.0833,96.3264,95.9392,96.2571,96.0030,96.1911,96.0437,96.9577,95.9073,95.8480,95.8996,96.3198,95.9722,96.1108,96.1680,96.3187,95.0265,95.9894,96.2000,94.9428,,96.1775,,,,,96.0164,,,,
1118,95.6855,96.0471,96.2219,95.8317,96.1340,95.8559,96.1109,95.9669,96.7627,95.8185,95.7536,95.7932,96.1307,95.8207,96.0120,96.0504,96.1571,94.9604,95.8738,96.0635,94.8608,,96.0172,,,,,95.9005,,,,
1117,95.6054,95.9529,96.1420,95.7758,96.0959,95.8649,96.0915,95.8594,96.5644,95.6505,95.6757,95.7637,96.0420,95.7780,95.9452,95.9573,96.0717,94.8148,95.7576,95.9022,94.8034,,95.8574,,,,,95.8150,,,,
1116,95.4386,95.7671,96.0538,95.6298,95.9231,95.7726,95.9670,95.7188,96.4296,95.5847,95.5672,95.5935,95.9374,95.6979,95.8616,95.8407,95.9594,94.6836,95.5839,95.7021,94.6940,,95.6987,,,,,95.6860,,,,
1115,95.3847,95.7295,96.0260,95.5845,95.8777,95.6559,95.9019,95.6636,96.3631,95.5516,95.5186,95.4714,95.9425,95.6449,95.8382,95.8579,95.9085,94.6193,95.4579,95.5104,94.7319,,95.5416,,,,,95.6305,,,,
1114,95.3111,95.5779,95.8227,95.4461,95.8062,95.5197,95.7897,95.5482,96.2311,95.3418,95.3374,95.3264,95.7601,95.5416,95.6854,95.7436,95.7480,94.5074,95.2562,95.3666,94.7445,,95.3866,,,,,95.4958,,,,
1113,95.1095,95.4099,95.6116,95.2729,95.6171,95.3485,95.5678,95.4143,96.0830,95.1698,95.1545,95.1293,95.5162,95.3825,95.4570,95.5458,95.5217,94.4280,95.1550,95.2829,94.6168,,95.2342,,,,,95.3235,,,,
1112,95.0461,95.4275,95.5952,95.2489,95.5514,95.2949,95.5470,95.4012,95.9646,95.1820,95.1711,95.1733,95.5119,95.3015,95.4418,95.4911,95.4856,94.3984,95.1032,95.2158,94.5626,,95.0848,,,,,95.2912,,,,
1111,95.0125,95.3522,95.5450,95.2251,95.5439,95.2952,95.5439,95.3588,95.8190,95.1670,95.1298,95.1462,95.4935,95.2985,95.4037,95.3982,95.4453,94.3578,95.0542,95.0902,94.4892,,94.9389,,,,,95.2462,,,,
1110,94.8406,95.2196,95.4025,95.1758,95.4704,95.2612,95.4168,95.2820,95.6939,95.0717,95.0268,95.0410,95.4255,95.2086,95.3204,95.2776,95.3499,94.3646,95.0022,94.9782,94.4281,,94.797,,,,,95.1551,,,,
1109,94.7706,95.1671,95.3204,95.0597,95.3960,95.1747,95.2580,95.1802,95.6303,94.9984,94.9075,94.9656,95.3040,95.1265,95.2689,95.2350,95.1955,94.3774,94.9146,94.8785,94.4971,,94.6594,,,,,95.0774,,,,
1108,94.7808,95.1564,95.3316,95.0053,95.4116,95.1542,95.2287,95.2210,95.5616,95.0776,94.9308,94.9002,95.3152,95.1389,95.2046,95.3141,95.1564,94.3395,94.7825,94.8087,94.5149,,94.5266,,,,,95.0636,,,,
1107,94.6910,95.0829,95.2986,94.9932,95.3237,95.1836,95.2460,95.1453,95.4693,94.9811,94.8727,94.8377,95.2843,95.1234,95.1398,95.2405,95.1103,94.2793,94.7068,94.7472,94.4780,,94.3988,,,,,95.0112,,,,
1106,94.6578,95.0693,95.2991,94.9839,95.3002,95.1350,95.2641,95.1492,95.3714,94.9281,94.8230,94.9423,95.2291,95.0934,95.1656,95.2335,95.1218,94.1972,94.6236,94.6988,94.4907,,94.2765,,,,,94.9894,,,,
1105,94.7017,95.0531,95.2458,94.9754,95.3224,95.1177,95.2709,95.1702,95.3377,95.0016,94.9228,94.9819,95.2939,95.1199,95.1899,95.2228,95.1111,94.1155,94.5198,94.6604,94.4533,,94.1598,,,,,94.9899,,,,
1104,94.6280,94.9825,95.1445,94.8698,95.3087,95.0799,95.1927,95.0734,95.2736,95.0329,94.8414,94.8830,95.2550,95.0931,95.0668,95.1314,95.0241,94.2429,94.5580,94.6594,94.3959,,94.0492,,,,,94.9399,,,,
1103,94.5799,95.0474,95.1821,94.9565,95.3550,95.1536,95.1722,95.1098,95.2269,95.0255,94.8558,94.9182,95.2751,95.1186,95.0627,95.1963,94.9872,94.2862,94.5555,94.6264,94.4696,,93.9448,,,,,94.9600,,,,
1102,94.6104,95.0067,95.2158,94.9772,95.4074,95.1304,95.2191,95.1326,95.1896,94.9826,94.9016,95.0144,95.2684,95.1731,95.1020,95.1666,95.0330,94.2890,94.4908,94.5769,94.4614,,93.8468,,,,,94.9690,,,,
1101,94.5680,94.8369,95.0839,94.8937,95.3145,95.0183,95.1440,95.0522,95.0806,94.9156,94.7932,94.9363,95.1418,95.0631,95.0511,95.0664,94.9527,94.3672,94.5558,94.4827,94.6115,,93.7555,,,,,94.9014,,,,
1100,94.5866,94.8644,95.0809,94.9376,95.4165,95.0940,95.1246,95.0754,95.0634,94.9912,94.8305,94.9343,95.1902,95.0284,95.0623,95.1126,94.8884,94.2733,94.4552,94.4225,94.6459,,93.671,,,,,94.9085,,,,
1099,94.7030,95.0598,95.1944,95.0554,95.6147,95.2513,95.2645,95.2076,95.1222,95.0817,95.0007,95.0324,95.4483,95.2459,95.2054,95.2108,95.0259,94.2204,94.3672,94.4216,94.6561,,93.5933,,,,,95.0185,,,,
1098,94.6930,95.1128,95.1905,95.0855,95.5556,95.2298,95.2812,95.3162,95.0680,95.0877,95.0330,95.0593,95.4037,95.3020,95.2123,95.2047,95.0265,94.2930,94.3931,94.4464,94.7087,,93.5226,,,,,95.0335,,,,
1097,94.7075,95.1118,95.2254,95.0233,95.5248,95.2669,95.2964,95.3281,95.0801,95.1391,95.0440,95.1074,95.3347,95.2735,95.2931,95.2418,95.0550,94.4398,94.4343,94.5193,94.7544,,93.459,,,,,95.0572,,,,
1096,94.7454,95.0862,95.2019,95.0698,95.5515,95.3177,95.2402,95.2697,95.0774,95.1834,95.0261,95.1178,95.3538,95.2729,95.3407,95.2194,95.0217,94.4804,94.4315,94.5380,94.7039,,93.4025,,,,,95.0595,,,,
1095,94.7407,95.0885,95.2118,95.1005,95.6218,95.2576,95.2314,95.2990,95.0340,95.2368,95.1082,95.1082,95.3939,95.2630,95.2881,95.2183,95.0340,94.5540,94.4877,94.5594,94.7305,,93.353,,,,,95.0746,,,,
1094,94.7189,95.0248,95.1761,95.0640,95.5963,95.2545,95.2251,95.3448,95.0237,95.2305,95.1042,95.1108,95.3492,95.2599,95.2708,95.2479,95.0400,94.4582,94.4745,94.4810,94.7629,,93.3105,,,,,95.0580,,,,
1093,94.8356,95.1430,95.2334,95.1931,95.6672,95.3795,95.3239,95.4612,95.1604,95.3141,95.1735,95.2138,95.4634,95.4264,95.3566,95.3490,95.1887,94.5828,94.5524,94.5698,94.8457,,93.275,,,,,95.1635,,,,
1092,94.9029,95.2185,95.3273,95.2980,95.7714,95.4612,95.4841,95.4580,95.2000,95.3491,95.2196,95.2882,95.5309,95.4852,95.4362,95.4199,95.2229,94.6674,94.5231,94.6045,94.8912,,93.2463,,,,,95.2266,,,,
1091,94.9341,95.2801,95.4401,95.4183,95.8230,95.4760,95.5293,95.5010,95.2953,95.4553,95.3291,95.3802,95.6718,95.5793,95.5402,95.4683,95.2921,94.6799,94.4275,94.6030,95.0120,,93.2243,,,,,95.2922,,,,
1090,94.9853,95.3181,95.4312,95.4519,95.8521,95.4356,95.4910,95.5617,95.3377,95.5498,95.4051,95.4388,95.6335,95.5900,95.5530,95.5150,95.3409,94.7226,94.5937,94.6695,94.9634,,93.2089,,,,,95.3257,,,,
1089,94.9670,95.3744,95.4232,95.4080,95.8969,95.4754,95.4743,95.5254,95.2961,95.5210,95.3537,95.4352,95.6405,95.6199,95.5960,95.4461,95.3494,94.6919,94.5795,94.6205,95.0197,,93.1998,,,,,95.3197,,,,
1088,94.9723,95.4279,95.4040,95.3801,95.9019,95.5255,95.5385,95.6166,95.2869,95.5938,95.3953,95.5081,95.6665,95.6416,95.6264,95.4463,95.3953,94.7120,94.5965,94.6234,95.0415,,93.1969,,,,,95.3476,,,,
1087,95.0676,95.5143,95.4340,95.4286,95.9392,95.5316,95.5403,95.6281,95.3202,95.6725,95.5154,95.5522,95.6422,95.6183,95.6639,95.4438,95.3918,94.8805,94.6550,94.6733,94.9955,,93.1998,,,,,95.3861,,,,
1086,95.1820,95.5287,95.5060,95.5547,96.0012,95.6230,95.5927,95.5992,95.3044,95.7260,95.6143,95.6187,95.7119,95.6989,95.7281,95.5450,95.4279,94.8950,94.7106,94.7937,95.0192,,93.2084,,,,,95.4467,,,,
1085,95.1386,95.4644,95.5109,95.5152,96.0185,95.5618,95.5899,95.5456,95.3551,95.6613,95.5423,95.6246,95.7187,95.7025,95.7523,95.5510,95.4471,94.9160,94.7684,94.8611,95.1016,,93.2224,,,,,95.4451,,,,
1084,95.1692,95.4871,95.5671,95.5649,96.1228,95.6287,95.5725,95.6698,95.3995,95.6903,95.6406,95.6839,95.7120,95.7185,95.8168,95.6536,95.5011,94.9321,94.8114,94.7920,95.0202,,93.2414,,,,,95.4835,,,,
1083,95.2579,95.6081,95.6157,95.5951,96.2199,95.7270,95.5951,95.7497,95.5162,95.7854,95.7519,95.7767,95.8167,95.7908,95.8794,95.7129,95.5692,94.9909,94.8811,94.9220,95.0254,,93.265,,,,,95.5613,,,,
1082,95.2668,95.6557,95.5887,95.6352,96.1656,95.7497,95.6481,95.7313,95.5671,95.8653,95.7410,95.7605,95.8977,95.7843,95.8685,95.6395,95.6049,95.1041,95.0126,95.0427,94.9491,,93.293,,,,,95.5847,,,,
1081,95.2816,95.6713,95.6076,95.6314,96.1031,95.7490,95.6163,95.6206,95.6303,95.8376,95.7102,95.7048,95.8052,95.7965,95.9023,95.6076,95.5763,95.1474,95.0903,95.0807,94.9248,,93.325,,,,,95.5760,,,,
1080,95.3182,95.6842,95.6561,95.7198,96.0858,95.7371,95.6227,95.6896,95.6604,95.9260,95.7641,95.7641,95.8461,95.7759,95.9584,95.6874,95.6302,95.1509,95.0595,95.1197,95.0114,,93.3605,,,,,95.6127,,,,
1079,95.2956,95.7012,95.6268,95.5922,96.1143,95.7368,95.5717,95.7033,95.6688,95.8436,95.8047,95.7433,95.9331,95.8231,95.9655,95.6483,95.5771,95.1891,95.0408,95.1536,94.9313,,93.3992,,,,,95.6031,,,,
1078,95.2691,95.6755,95.5979,95.5160,96.1089,95.7240,95.5386,95.6863,95.6054,95.8771,95.7650,95.7898,95.8502,95.8319,95.9537,95.7111,95.6054,95.0801,95.0328,95.1897,94.9164,,93.4407,,,,,95.5869,,,,
1077,95.2948,95.7420,95.6451,95.6278,96.1925,95.7453,95.6257,95.6838,95.6914,95.8940,95.8369,95.7765,95.8638,95.8843,96.0470,95.6979,95.6774,95.0464,95.0894,95.1549,94.8329,,93.4846,,,,,95.6214,,,,
1076,95.2435,95.7678,95.6785,95.6430,96.1802,95.7355,95.6699,95.6925,95.7603,95.9089,95.8303,95.7958,95.8873,95.9444,96.0155,95.6483,95.6817,95.1147,95.1705,95.3014,94.7852,,93.5304,,,,,95.6407,,,,
1075,95.3050,95.7127,95.5966,95.6148,96.1990,95.6740,95.6353,95.7332,95.7741,95.8365,95.7214,95.7751,95.7762,95.7730,95.9118,95.6751,95.6127,95.0397,95.0655,95.2682,94.7179,,93.5777,,,,,95.5913,,,,
1074,95.3804,95.7570,95.6773,95.5967,96.1658,95.7613,95.6343,95.7139,95.8527,95.8753,95.7279,95.7871,95.7795,95.7053,95.9216,95.6773,95.6902,94.8977,95.0541,95.1322,94.6628,,93.6262,,,,,95.5929,,,,
1073,95.3692,95.7756,95.5735,95.6272,96.1281,95.7057,95.5993,95.6057,95.8648,95.8701,95.7562,95.7089,95.7412,95.7229,95.9690,95.5788,95.7390,94.8943,95.0837,95.1714,94.5551,,93.6753,,,,,95.5733,,,,
1072,95.3469,95.7411,95.5822,95.6273,96.0881,95.6348,95.5650,95.5231,95.7390,95.8260,95.7411,95.6402,95.6939,95.7035,95.9388,95.5274,95.7100,94.8887,95.1100,95.2041,94.5270,,93.7246,,,,,95.5409,,,,
1071,95.2613,95.6860,95.5294,95.5058,96.0046,95.5402,95.5230,95.4554,95.7536,95.7225,95.6163,95.7364,95.6581,95.6667,95.8319,95.4704,95.6378,94.8780,95.2065,95.2931,94.4660,,93.7738,,,,,95.4973,,,,
1070,95.2000,95.6480,95.4744,95.4379,95.9502,95.4926,95.4508,95.4401,95.7937,95.6394,95.5762,95.6265,95.6576,95.7112,95.7980,95.4476,95.5644,94.7311,95.1059,95.2223,94.4313,,93.8225,,,,,95.4476,,,,
1069,95.1853,95.5537,95.3898,95.4252,95.9201,95.4402,95.4841,95.4230,95.7712,95.6041,95.6030,95.6094,95.6191,95.6576,95.7872,95.3834,95.6169,94.6888,95.1647,95.1733,94.2417,,93.8702,,,,,95.4163,,,,
1068,95.0864,95.5550,95.2907,95.2961,95.8086,95.2929,95.3881,95.4213,95.7701,95.5368,95.4320,95.5315,95.4898,95.4502,95.6802,95.3239,95.4983,94.6197,95.1006,95.1955,94.2309,,93.9166,,,,,95.3333,,,,
1067,95.0649,95.5872,95.2490,95.3443,95.8633,95.4106,95.4374,95.3614,95.7135,95.6097,95.4459,95.4791,95.4609,95.4235,95.6407,95.2415,95.5594,94.5488,95.0232,95.0712,94.1389,,93.9614,,,,,95.3178,,,,
1066,95.0974,95.5170,95.2216,95.3190,95.7600,95.3222,95.3393,95.2879,95.8018,95.6230,95.4485,95.4806,95.4250,95.4121,95.5866,95.2537,95.4978,94.5271,95.0830,95.0883,93.9920,,94.0041,,,,,95.2897,,,,
1065,94.9914,95.4273,95.1549,95.1452,95.6164,95.2350,95.1367,95.1613,95.6399,95.4252,95.2863,95.3322,95.2799,95.2756,95.5384,95.1634,95.4540,94.4270,95.0601,95.0994,93.8345,,94.0446,,,,,95.1754,,,,
1064,94.8798,95.3278,95.0697,95.0643,95.5507,95.1699,95.1251,95.0974,95.6499,95.3086,95.1966,95.2521,95.2691,95.1657,95.4313,95.0814,95.3097,94.3335,95.0431,95.0538,93.7271,,94.0824,,,,,95.1003,,,,
1063,94.7712,95.2018,94.9226,94.9343,95.4086,95.0451,94.9737,94.9375,95.5716,95.1485,95.0494,95.1155,95.1453,95.0824,95.2881,95.0558,95.1581,94.3363,94.9207,94.9101,93.6215,,94.1174,,,,,94.9809,,,,
1062,94.6656,95.1879,94.8362,94.8436,95.3308,94.9705,94.9353,94.8639,95.4971,95.0430,95.0312,95.1037,95.0877,95.0590,95.2316,94.8404,95.1176,94.1464,94.8056,94.8481,93.5704,,94.1493,,,,,94.9055,,,,
1061,94.6300,95.1899,94.8241,94.8806,95.3008,94.9233,94.9510,94.8529,95.4799,95.0459,94.9297,95.1120,95.0747,95.0374,95.2688,94.7868,95.1685,94.0478,94.7406,94.7895,93.5410,,94.1779,,,,,94.8845,,,,
1060,94.4963,95.0635,94.6594,94.7809,95.2405,94.7980,94.8097,94.7735,95.4079,94.9921,94.8001,94.9217,94.9238,94.8950,95.1584,94.7404,95.0614,93.9605,94.7281,94.8237,93.3205,,94.2031,,,,,94.7788,,,,
1059,94.5052,95.0138,94.6555,94.7707,95.1161,94.7579,94.8496,94.7963,95.4722,95.0297,94.7504,94.9039,94.9253,94.9029,95.0692,94.6758,95.0170,93.8051,94.6479,94.7795,93.2049,,94.2247,,,,,94.7452,,,,
1058,94.4776,94.8315,94.4947,94.6748,94.9807,94.6737,94.7526,94.6162,95.3122,94.8507,94.6535,94.8421,94.7931,94.7547,94.9317,94.5618,94.9477,93.6775,94.5398,94.6586,93.2035,,94.2425,,,,,94.6299,,,,
1057,94.3153,94.8059,94.3664,94.4686,94.8687,94.5888,94.5367,94.4962,95.1571,94.5792,94.4334,94.7165,94.6569,94.5899,94.7346,94.4037,94.8187,93.6297,94.4354,94.5520,93.1497,,94.2566,,,,,94.4906,,,,
