λ (nm),E17016R/E17012R sur SN2,,,,,,,,,,,,,,,,,,,,,,Design Nominal,,Requirements,,,Tmoy sur les 21 points de mesures,,Points,Moyenne entre 652-1270nm,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,,,,λ (nm),T(%),,,,,,
1056,94.2705,94.7185,94.4120,94.4387,94.8537,94.5717,94.5749,94.5451,95.1857,94.5142,94.4738,94.6249,94.6334,94.5802,94.6696,94.4865,94.7930,93.5510,94.2913,94.4513,93.0445,,94.2668,,,,,94.4612,,,,
1055,94.1565,94.5938,94.2501,94.3959,94.7024,94.3384,94.4608,94.4374,95.0036,94.4651,94.3608,94.5396,94.5332,94.5140,94.6534,94.4012,94.6960,93.3879,94.1846,94.2937,92.9716,,94.2733,,,,,94.3495,,,,
1054,94.0871,94.4975,94.1998,94.2817,94.6018,94.2721,94.3923,94.3540,94.9813,94.3498,94.2094,94.4710,94.3179,94.3657,94.5018,94.2881,94.5986,93.3097,94.1732,94.2230,92.7392,,94.2759,,,,,94.2483,,,,
1053,93.8699,94.2960,93.9506,94.1738,94.4469,94.1610,94.2768,94.2683,94.8570,94.2747,94.0006,94.2428,94.2046,94.3013,94.4501,94.0856,94.4309,93.2924,94.1875,94.2606,92.7315,,94.2748,,,,,94.1316,,,,
1052,93.7540,94.2612,93.9758,94.1073,94.3652,94.1381,94.1901,94.1190,94.6729,94.1381,93.9397,94.2220,94.1105,94.1986,94.3387,94.0331,94.3100,93.0959,93.9859,93.9743,92.7715,,94.27,,,,,94.0334,,,,
1051,93.7264,94.2032,93.8783,93.9951,94.3413,94.0673,94.1353,94.1321,94.6673,94.0811,93.8995,94.1767,94.1905,94.1586,94.2712,93.9484,94.3275,93.0219,94.0115,93.9713,92.7939,,94.2617,,,,,93.9999,,,,
1050,93.6965,94.1890,93.7782,94.0500,94.3461,94.0712,94.1200,94.0861,94.5924,94.0308,93.8461,94.1784,94.1858,94.1604,94.2325,93.9353,94.3451,93.0101,93.8859,93.9536,92.6544,,94.2501,,,,,93.9690,,,,
1049,93.6728,94.0879,93.7258,93.9435,94.2535,94.0528,94.1293,94.1303,94.4807,94.0337,93.7747,94.1112,94.1112,94.1569,94.1908,93.9997,94.1919,93.0515,93.9100,93.9122,92.6529,,94.2352,,,,,93.9321,,,,
1048,93.5509,94.0173,93.5976,93.9230,94.2219,93.9113,94.0481,94.0014,94.4456,93.8541,93.5848,94.0629,94.0746,94.0512,94.1456,93.8456,94.1382,92.8678,93.7287,93.7815,92.5872,,94.2174,,,,,93.8304,,,,
1047,93.4084,93.7895,93.6201,93.8414,94.1579,93.8986,93.9949,93.8880,94.3729,93.7768,93.5439,94.0129,93.9684,93.9970,93.9875,93.8022,94.0732,92.7380,93.6190,93.6126,92.4850,,94.1969,,,,,93.7423,,,,
1046,93.2161,93.6855,93.4191,93.7161,94.0100,93.8345,93.9127,93.8673,94.2171,93.6368,93.5607,93.9085,93.8070,93.9360,93.8884,93.7003,93.8588,92.8297,93.6652,93.5587,92.5253,,94.1739,,,,,93.6549,,,,
1045,93.1673,93.6983,93.3373,93.6118,94.0087,93.8102,93.7997,93.8641,94.1449,93.5938,93.4228,93.7944,93.7596,93.8166,93.7891,93.6265,93.8187,92.7227,93.5720,93.4572,92.5203,,94.1487,,,,,93.5874,,,,
1044,93.2022,93.7831,93.4240,93.6394,93.9954,93.7852,93.8222,93.8464,94.1105,93.6310,93.3933,93.8655,93.8306,93.8982,93.8760,93.7683,93.9362,92.6635,93.4332,93.4227,92.5942,,94.1215,,,,,93.6153,,,,
1043,93.0618,93.5946,93.2538,93.6020,93.9164,93.8277,93.7708,93.8299,94.0177,93.5840,93.3308,93.8541,93.7507,93.9037,93.7497,93.6938,93.8446,92.6839,93.4474,93.4180,92.5124,,94.0928,,,,,93.5546,,,,
1042,93.1354,93.6031,93.1838,93.6157,93.8674,93.6673,93.7410,93.8158,93.9212,93.5062,93.2386,93.7400,93.7252,93.8516,93.7094,93.6631,93.7663,92.5878,93.3948,93.2613,92.7150,,94.0628,,,,,93.5100,,,,
1041,93.1292,93.5486,93.2809,93.5654,93.9321,93.7424,93.8130,93.7814,93.8351,93.6012,93.2230,93.7624,93.7740,93.8004,93.7698,93.6170,93.7519,92.5378,93.2707,93.2560,92.7105,,94.0319,,,,,93.5097,,,,
1040,93.1060,93.5474,93.3304,93.6454,94.0078,93.7865,93.8782,93.8603,93.9003,93.5801,93.3599,93.9256,93.8340,93.8308,93.7939,93.7844,93.7581,92.5573,93.2909,93.2572,92.7761,,94.0005,,,,,93.5624,,,,
1039,93.1253,93.6414,93.3823,93.6983,94.0238,93.7826,93.9901,93.9458,93.9848,93.6646,93.4297,93.9269,93.8890,93.9659,93.9406,93.8784,93.8405,92.5406,93.2392,93.1689,92.8175,,93.9688,,,,,93.6132,,,,
1038,93.2244,93.6248,93.4393,93.7829,94.1454,93.9241,94.0136,94.0294,93.8988,93.7207,93.4267,93.9799,93.8566,93.9999,93.8598,93.8303,93.9472,92.6781,93.2517,93.1814,92.8117,,93.9373,,,,,93.6489,,,,
1037,93.1755,93.5838,93.4080,93.7321,94.0478,93.8373,93.9257,94.0152,93.8868,93.7363,93.3870,94.0015,93.9057,94.0551,93.9436,93.8373,93.8868,92.7445,93.2422,93.1898,92.9791,,93.9062,,,,,93.6439,,,,
1036,93.2352,93.7000,93.3982,93.8125,94.0670,93.9744,94.0155,94.1133,93.9071,93.7915,93.2993,94.0186,93.9271,94.0617,93.8935,93.8209,93.8525,92.7154,93.2788,93.1437,93.1285,,93.876,,,,,93.6740,,,,
1035,93.2246,93.7106,93.4561,93.9484,94.1461,94.0988,94.0641,94.1398,93.9368,93.7495,93.3593,94.0672,94.0283,94.1577,94.0451,93.8947,93.9557,92.8218,93.4449,93.2061,93.1126,,93.847,,,,,93.7413,,,,
1034,93.3266,93.6469,93.3812,93.9263,94.1868,94.1080,94.1626,94.1427,93.8980,93.7919,93.4547,94.1574,94.1154,94.2351,94.0839,93.9526,93.9400,92.8862,93.3359,93.2460,93.2317,,93.8196,,,,,93.7719,,,,
1033,93.4339,93.7249,93.5516,94.0664,94.3920,94.1367,94.3973,94.3185,93.9844,93.9235,93.5999,94.2555,94.2019,94.3532,94.1914,94.0874,94.1220,92.8910,93.3415,93.2192,93.4300,,93.7941,,,,,93.8868,,,,
1032,93.3992,93.7968,93.5576,94.0213,94.3707,94.2060,94.3455,94.3455,94.0381,93.9594,93.6395,94.2899,94.1986,94.4378,94.1566,94.1598,94.1430,93.0257,93.5176,93.2753,93.5299,,93.7707,,,,,93.9245,,,,
1031,93.3997,93.8366,93.6532,94.1561,94.5280,94.2672,94.4526,94.5175,93.9550,94.0733,93.6721,94.3719,94.2975,94.5699,94.3153,94.2179,94.0922,93.1652,93.3677,93.2706,93.6961,,93.7499,,,,,93.9941,,,,
1030,93.5412,94.0285,93.7550,94.3459,94.5534,94.3847,94.4528,94.7525,94.0410,94.2108,93.7382,94.4486,94.4675,94.6488,94.3983,94.3250,94.3575,93.3011,93.6343,93.4526,93.7544,,93.732,,,,,94.1234,,,,
1029,93.5877,94.0608,93.8263,94.3266,94.6877,94.5380,94.5642,94.6824,94.1120,94.3203,93.7688,94.5380,94.4982,94.7211,94.4647,94.4281,94.3465,93.4336,93.7289,93.5588,93.9195,,93.7171,,,,,94.1958,,,,
1028,93.7107,94.1656,93.9805,94.4637,94.7732,94.7105,94.7126,94.7471,94.1196,94.4124,93.9366,94.7105,94.5954,94.7764,94.5745,94.4846,94.5348,93.4590,93.6132,93.4444,93.8854,,93.7057,,,,,94.2767,,,,
1027,93.9501,94.3887,94.1103,94.6818,95.0565,94.8649,94.8963,95.0355,94.3070,94.5352,94.1574,94.9413,94.8346,95.1057,94.7289,94.6409,94.5896,93.5411,93.7941,93.5984,94.0391,,93.6978,,,,,94.4665,,,,
1026,93.9968,94.3593,94.1995,94.7176,95.0665,94.8889,94.9902,95.0895,94.2099,94.6111,94.2945,94.9767,94.8785,95.1480,94.8189,94.7427,94.7479,93.6815,93.8843,93.5754,94.2429,,93.6939,,,,,94.5296,,,,
1025,94.1360,94.5401,94.3386,94.8826,95.2209,95.0580,95.0935,95.1593,94.3584,94.8220,94.4430,95.1123,95.0664,95.3431,95.0110,94.9317,94.8032,93.7639,93.9511,93.7774,94.4039,,93.694,,,,,94.6770,,,,
1024,94.1824,94.5908,94.4689,94.9409,95.2357,95.0836,95.1763,95.3170,94.4116,94.8513,94.4950,95.1315,95.0399,95.3628,94.9523,95.0503,94.8930,93.9593,94.0351,93.8554,94.6790,,93.6983,,,,,94.7482,,,,
1023,94.3615,94.7889,94.7023,95.2069,95.6270,95.4466,95.4487,95.5133,94.7680,95.1276,94.7326,95.4550,95.3810,95.6228,95.2819,95.2892,95.1766,94.1209,94.0908,93.9404,94.7298,,93.7071,,,,,94.9910,,,,
1022,94.4932,94.9569,94.7287,95.3695,95.6987,95.6060,95.4612,95.6185,94.7829,95.2330,94.7589,95.5466,95.3987,95.7592,95.3841,95.3987,95.2069,94.3941,94.2697,94.1328,94.8264,,93.7204,,,,,95.0964,,,,
1021,94.5620,94.9332,94.7450,95.4176,95.7451,95.6525,95.4613,95.6162,94.7512,95.3365,94.8438,95.5985,95.4904,95.6889,95.4249,95.3469,95.3043,94.4961,94.4775,94.3395,94.9646,,93.7383,,,,,95.1522,,,,
1020,94.6095,95.0466,94.8680,95.4121,95.8170,95.6976,95.5450,95.6716,94.8026,95.4027,94.9511,95.6696,95.5896,95.6862,95.5522,95.3955,95.3591,94.6671,94.6474,94.3822,95.1611,,93.761,,,,,95.2349,,,,
1019,94.8713,95.2680,95.0229,95.5598,96.0042,95.9471,95.7841,95.8578,94.9991,95.6335,95.1496,95.8703,95.8381,96.0344,95.6543,95.5463,95.4663,94.8153,94.6394,94.6136,95.2467,,93.7885,,,,,95.4201,,,,
1018,94.9149,95.3439,95.2030,95.7657,96.0155,95.9274,95.8507,95.9833,95.1460,95.6984,95.3419,95.9958,95.8455,96.1802,95.7626,95.7647,95.5419,94.9676,94.7837,94.6805,95.4366,,93.8209,,,,,95.5309,,,,
1017,95.0317,95.4561,95.3309,95.8856,96.1796,96.0927,95.9757,96.1227,95.3174,95.8194,95.5192,96.0730,96.0036,96.1682,95.8091,95.9881,95.7552,95.1244,94.9326,94.8460,95.6075,,93.858,,,,,95.6685,,,,
1016,95.3397,95.7339,95.6956,96.1725,96.4632,96.2914,96.1735,96.4156,95.5973,96.1994,95.7721,96.3576,96.2004,96.4187,96.0825,96.1559,95.9645,95.3271,95.1313,94.8695,95.8700,,93.9001,,,,,95.9158,,,,
1015,95.4497,95.8638,95.7003,96.2976,96.7025,96.4954,96.2925,96.5109,95.7862,96.2945,95.9705,96.4322,96.4571,96.7273,96.3266,96.2894,96.0709,95.3865,95.2640,95.0210,95.8338,,93.9469,,,,,96.0558,,,,
1014,95.4585,96.0069,95.7229,96.3116,96.7021,96.5254,96.3612,96.4573,95.6702,96.3850,95.9026,96.6422,96.3323,96.6463,96.3447,96.2641,96.2238,95.5477,95.3378,95.1114,95.9784,,93.9984,,,,,96.0920,,,,
1013,95.7086,96.1048,95.9769,96.4381,96.7797,96.6692,96.4206,96.5588,95.8943,96.4226,96.0925,96.7404,96.5599,96.7693,96.5103,96.4546,96.3401,95.6875,95.5363,95.3759,96.1179,,94.0546,,,,,96.2456,,,,
1012,95.8635,96.2504,96.1452,96.6425,96.9366,96.7921,96.6673,96.7024,96.0286,96.6559,96.3196,96.7973,96.7436,97.0026,96.5899,96.6436,96.5538,95.7976,95.5196,95.2621,96.3786,,94.1154,,,,,96.3949,,,,
1011,96.0373,96.3734,96.2878,96.6806,97.1146,96.8404,96.7352,96.8043,96.2126,96.8290,96.5095,96.9940,96.9383,97.0692,96.7806,96.7692,96.6105,96.0945,95.7917,95.6541,96.4096,,94.1805,,,,,96.5493,,,,
1010,96.0880,96.5122,96.3825,96.8653,97.2163,97.0249,96.7922,96.8457,96.3228,97.0279,96.5935,97.0176,96.9672,97.0660,96.8622,96.8509,96.6162,96.1057,95.8597,95.7151,96.3822,,94.25,,,,,96.6245,,,,
1009,96.1606,96.6598,96.5280,96.9213,97.3803,97.1601,96.9038,97.0170,96.3953,97.0736,96.7442,97.1889,97.0427,97.1776,96.9274,96.9388,96.7998,96.1565,95.9310,95.7835,96.5482,,94.3235,,,,,96.7352,,,,
1008,96.3999,96.8099,96.6784,97.0021,97.3968,97.2806,96.9579,97.1131,96.5684,97.2303,96.9281,97.3320,97.2046,97.3279,97.1018,97.0309,96.9178,96.3404,96.1068,96.0372,96.7425,,94.4009,,,,,96.8813,,,,
1007,96.4257,96.7851,96.8005,97.1681,97.4823,97.2995,97.0131,97.1671,96.6475,97.2338,96.9484,97.2379,97.1733,97.4094,97.1681,96.9997,96.9874,96.4390,96.1120,96.0078,96.6410,,94.4819,,,,,96.9118,,,,
1006,96.5367,96.9276,96.8055,97.2374,97.5051,97.3082,97.0886,97.2138,96.6968,97.3615,97.1728,97.3759,97.2507,97.4826,97.2333,97.2374,97.1522,96.5803,96.3739,96.1707,96.6892,,94.5664,,,,,97.0190,,,,
1005,96.6998,97.0469,96.9298,97.4135,97.8365,97.5942,97.0982,97.3026,97.0068,97.5326,97.3272,97.4925,97.5870,97.7585,97.5254,97.3683,97.2019,96.6584,96.3481,96.2716,96.8581,,94.6541,,,,,97.1837,,,,
1004,96.7322,97.0736,97.0121,97.3966,97.7411,97.5689,97.2110,97.2992,97.0705,97.5935,97.3720,97.5832,97.5319,97.6314,97.4961,97.3648,97.3956,96.8045,96.5006,96.5342,96.9367,,94.7448,,,,,97.2309,,,,
1003,96.7515,97.0668,96.9788,97.3390,97.7064,97.5335,97.1312,97.2991,97.0136,97.5836,97.3513,97.5631,97.5202,97.6174,97.4383,97.2715,97.3452,96.8480,96.5628,96.4701,97.0859,,94.838,,,,,97.2132,,,,
1002,96.9557,97.0794,97.2165,97.4344,97.8139,97.5326,97.1684,97.3730,97.1735,97.5909,97.4825,97.6646,97.6237,97.6502,97.5510,97.3700,97.3546,96.8812,96.7069,96.6325,97.1680,,94.9337,,,,,97.3059,,,,
1001,97.0089,97.2697,97.1981,97.5846,97.8975,97.7656,97.3729,97.5294,97.4138,97.7922,97.6235,97.7349,97.7309,97.8454,97.6388,97.5672,97.5928,97.1184,96.9053,96.7973,97.0171,,95.0314,,,,,97.4478,,,,
1000,97.1079,97.4112,97.2244,97.5287,97.9351,97.7125,97.2499,97.4439,97.3857,97.7819,97.6788,97.7002,97.5818,97.7493,97.6502,97.5675,97.6063,97.0210,96.7492,96.8266,97.0096,,95.1307,,,,,97.4248,,,,
999,97.1962,97.4127,97.3412,97.6661,98.1104,97.7467,97.3555,97.4863,97.4311,97.9245,97.7151,97.8377,97.9612,97.7651,97.7723,97.6354,97.6487,97.2358,96.9087,96.9879,97.2273,,95.2315,,,,,97.5412,,,,
998,97.1962,97.3848,97.3736,97.6154,98.0172,97.8275,97.3726,97.5103,97.4756,97.8581,97.8102,97.7429,97.8112,97.9254,97.6919,97.6898,97.6072,97.3163,97.1139,97.0092,97.1098,,95.3333,,,,,97.5457,,,,
997,97.3056,97.5187,97.4474,97.7645,98.0715,97.8318,97.3668,97.4983,97.6075,97.9766,97.9328,97.9359,97.8176,97.8298,97.7349,97.7023,97.7553,97.2640,97.0801,97.0435,97.0687,,95.4358,,,,,97.5978,,,,
996,97.3792,97.6425,97.5680,97.8528,98.1732,97.8701,97.4139,97.6129,97.6803,98.0426,97.9273,97.8303,98.0161,97.9293,97.8987,97.8283,97.7568,97.4413,97.1943,97.2512,97.2891,,95.5386,,,,,97.6952,,,,
995,97.2661,97.4594,97.4258,97.7524,97.9396,97.8806,97.4798,97.4441,97.6090,97.8796,97.9000,97.8450,97.7748,97.9997,97.7239,97.5764,97.6751,97.4300,97.2808,97.2078,97.1654,,95.6413,,,,,97.6055,,,,
994,97.3395,97.5392,97.6432,97.7951,98.1213,97.8369,97.4567,97.5770,97.7523,98.1539,97.9256,97.7900,97.9623,98.0754,97.7655,97.7655,97.8053,97.4293,97.1656,97.2213,97.2557,,95.7436,,,,,97.6846,,,,
993,97.4946,97.4773,97.6097,97.8011,98.1892,97.9845,97.5068,97.6565,97.7848,98.1678,98.0496,97.9610,97.9946,97.9936,97.8551,97.8429,97.8796,97.4323,97.2478,97.2752,97.1672,,95.8451,,,,,97.7320,,,,
992,97.5566,97.6197,97.7184,97.8638,98.2158,97.9859,97.4590,97.7011,97.9137,98.1934,98.0347,98.0113,98.0886,97.9798,97.8649,97.9167,97.9035,97.4682,97.3576,97.2653,97.2505,,95.9453,,,,,97.7795,,,,
991,97.5333,97.6707,97.7734,97.9739,98.3107,98.0747,97.5831,97.7439,97.8772,98.2212,98.2059,97.9973,98.1154,98.1123,97.9139,97.9139,97.9912,97.5006,97.3628,97.4135,97.3064,,96.0439,,,,,97.8379,,,,
990,97.7009,97.7131,97.9064,97.9074,98.3021,98.0793,97.6571,97.6602,97.9003,98.3143,98.1414,97.8952,98.1617,98.1760,98.0040,97.9766,98.0366,97.5949,97.4450,97.3468,97.3321,,96.1405,,,,,97.8691,,,,
989,97.4493,97.6037,97.7489,97.8291,98.1276,97.9570,97.4950,97.6301,97.8149,98.1053,98.0708,97.8931,98.0931,98.0789,97.8829,97.8342,97.8210,97.5222,97.2293,97.3081,97.2921,,96.2347,,,,,97.7517,,,,
988,97.7035,97.7046,97.8163,98.0052,98.2916,98.0621,97.5197,97.7970,98.0052,98.3089,98.3089,98.0255,98.1809,98.1068,98.0194,98.0052,98.0976,97.5633,97.3356,97.3559,97.3401,,96.326,,,,,97.8835,,,,
987,97.5773,97.5956,97.7720,97.9120,98.1543,97.9708,97.4840,97.7203,97.9038,98.0935,98.1989,97.9485,98.2121,98.1918,97.9860,98.0428,97.9941,97.5888,97.3919,97.4636,97.4169,,96.4141,,,,,97.8390,,,,
986,97.6744,97.7058,97.8772,97.9381,98.2363,98.1399,97.5040,97.7809,98.0273,98.1805,98.2200,97.9117,98.1288,97.9949,97.8417,98.0405,97.9634,97.6080,97.4150,97.5140,97.3627,,96.4985,,,,,97.8603,,,,
985,97.6462,97.6371,97.8844,97.9280,98.2869,98.1186,97.6097,97.7425,98.0304,98.2017,98.2858,97.8662,98.1855,98.0030,97.9655,98.0182,98.1449,97.5184,97.2800,97.4457,97.3884,,96.5787,,,,,97.8661,,,,
984,97.7419,97.7358,97.9214,97.9102,98.4040,98.0938,97.7004,97.8190,98.0350,98.3006,98.2692,98.0765,98.3513,98.2256,98.0279,98.2388,98.1678,97.6104,97.3311,97.3593,97.3400,,96.6546,,,,,97.9362,,,,
983,97.6244,97.6801,97.9477,97.9517,98.1919,98.1950,97.6548,97.7703,98.0389,98.1777,98.2760,98.0693,98.3135,98.2183,97.9669,98.1027,97.9852,97.5895,97.3405,97.3768,97.3344,,96.7255,,,,,97.8955,,,,
982,97.7079,97.6827,97.7737,97.9921,98.1599,98.1407,97.5219,97.8343,98.0477,98.2054,98.2630,97.8788,98.1933,98.0881,97.8313,97.9971,97.9759,97.5588,97.2937,97.5436,97.4160,,96.7911,,,,,97.8622,,,,
981,97.6801,97.6659,97.9402,97.9595,98.2611,98.1599,97.6204,97.8340,97.9716,98.2115,98.3218,97.9838,98.3239,98.1579,97.9170,98.1639,98.0607,97.6248,97.3409,97.4315,97.3435,,96.8511,,,,,97.9035,,,,
980,97.6125,97.6297,97.9027,97.9927,98.2557,98.0918,97.6135,97.7602,97.9857,98.1697,98.2597,97.9017,98.3163,98.2445,97.8087,98.1070,98.1272,97.6001,97.3764,97.4601,97.4274,,96.9049,,,,,97.8878,,,,
979,97.6470,97.5257,97.9868,98.0131,98.3033,98.0646,97.5823,97.7431,98.0778,98.1496,98.3538,97.9625,98.2416,98.2072,97.9605,98.2770,98.1668,97.5904,97.3550,97.5119,97.4662,,96.9523,,,,,97.9136,,,,
978,97.7324,97.7243,98.0782,98.0296,98.3703,98.2116,97.7597,97.9730,98.0883,98.2773,98.3430,98.0468,98.3703,98.2045,98.0458,98.3754,98.2541,97.7054,97.4022,97.5120,97.5953,,96.9929,,,,,98.0047,,,,
977,97.7910,97.7647,97.9456,97.9385,98.1911,98.2993,97.8001,97.9001,97.9688,98.2093,98.1659,97.9142,98.2912,98.1426,97.9516,98.1618,98.1315,97.5972,97.4140,97.4955,97.5724,,97.0263,,,,,97.9355,,,,
976,97.7157,97.5310,98.0367,97.9913,98.2891,98.2154,97.7793,97.8964,98.0367,98.1851,98.3607,97.9277,98.3870,98.1508,97.9307,98.1720,98.1831,97.5562,97.3099,97.5050,97.4559,,97.0523,,,,,97.9341,,,,
975,97.6766,97.5777,97.9503,98.0725,98.2552,98.0462,97.7564,97.8099,98.0300,98.1684,98.2714,97.9927,98.4259,98.1401,97.8766,98.2088,98.1431,97.6804,97.3082,97.5446,97.4533,,97.0704,,,,,97.9233,,,,
974,97.7557,97.5850,98.0415,97.9637,98.2284,98.1274,97.6951,97.8435,98.1092,98.1759,98.2668,97.9991,98.4849,98.3223,97.9476,98.2607,98.2062,97.5746,97.3697,97.4752,97.3564,,97.0804,,,,,97.9423,,,,
973,97.7000,97.5224,98.0724,97.9564,98.3611,98.2309,97.8454,97.8958,98.0321,98.2288,98.2410,98.0250,98.4640,98.2813,97.8716,98.2369,98.2218,97.3880,97.2877,97.2927,97.4101,,97.0821,,,,,97.9317,,,,
972,97.5778,97.5043,98.0143,97.8742,98.2129,98.1121,97.6655,97.7109,98.0254,98.0990,98.1070,97.8117,98.2219,98.1998,97.8530,98.2391,98.1332,97.6017,97.4220,97.5917,97.3059,,97.0752,,,,,97.8706,,,,
971,97.5668,97.5618,97.9467,97.8076,98.1331,98.0847,97.7532,97.7804,97.9567,98.1240,98.0001,97.8026,98.2006,98.0776,97.7955,98.2288,98.1270,97.5487,97.3871,97.5477,97.2739,,97.0596,,,,,97.8431,,,,
970,97.5773,97.6004,97.9460,97.8815,98.1958,98.1001,97.6689,97.8150,98.0195,98.0890,98.1082,97.9188,98.2945,98.0840,97.7626,98.1817,98.0689,97.4355,97.3673,97.5228,97.1637,,97.0349,,,,,97.8477,,,,
969,97.4961,97.4075,97.8797,97.8092,98.0831,97.9421,97.6632,97.7689,97.9763,98.0136,98.0488,97.7901,98.2663,98.0287,97.7206,98.0871,98.0337,97.4348,97.2442,97.4579,97.1093,,97.0013,,,,,97.7743,,,,
968,97.6931,97.5650,97.9401,97.9260,98.2234,97.9744,97.7193,97.7838,97.9774,98.0470,98.0621,97.8524,98.2315,98.0924,97.8373,98.1881,98.1529,97.3805,97.3805,97.4076,97.0147,,96.9585,,,,,97.8309,,,,
967,97.5759,97.4932,97.9076,97.8491,98.0075,98.0034,97.6142,97.7292,97.9218,97.9863,97.9954,97.7655,98.2293,97.9369,97.7796,98.1910,98.1486,97.3096,97.3246,97.4350,97.0211,,96.9066,,,,,97.7726,,,,
966,97.4973,97.4862,97.9401,97.7434,97.9613,98.0572,97.6385,97.7081,97.9613,97.9401,98.0410,97.7565,98.1631,97.9543,97.7323,98.1802,98.0451,97.2890,97.2789,97.4467,96.9069,,96.8455,,,,,97.7489,,,,
965,97.2467,97.3455,97.7748,97.6014,97.7516,97.7738,97.5349,97.5289,97.8977,97.6780,97.9068,97.5551,97.9300,97.7163,97.5017,97.9824,97.9058,97.2570,97.2671,97.3374,96.7063,,96.7753,,,,,97.5809,,,,
964,97.2081,97.3020,97.6494,97.6120,97.7655,97.8019,97.5525,97.5494,97.9281,97.6393,97.7887,97.5464,97.9422,97.7827,97.5050,97.8614,97.9271,96.9878,97.1023,97.3022,96.6975,,96.6962,,,,,97.5453,,,,
963,97.2785,97.3442,97.6546,97.5606,97.6930,97.6637,97.4342,97.4635,97.8962,97.6576,97.7244,97.4949,97.8204,97.7122,97.4757,97.8487,97.8851,96.9636,97.1347,97.3200,96.4573,,96.6083,,,,,97.4992,,,,
962,97.2436,97.2710,97.6516,97.4754,97.6040,97.5979,97.5311,97.4208,97.9137,97.6586,97.6566,97.4279,97.8662,97.7325,97.5078,97.8743,97.7740,96.9240,97.1074,97.1809,96.3137,,96.5119,,,,,97.4635,,,,
961,97.1925,97.2635,97.5626,97.4105,97.5849,97.5524,97.4369,97.3324,97.8698,97.4673,97.6042,97.4206,97.7603,97.6173,97.3679,97.7867,97.7714,96.6819,96.9530,97.0407,96.1012,,96.4073,,,,,97.3704,,,,
960,96.9267,97.0819,97.4430,97.2665,97.4268,97.3913,97.2341,97.1965,97.7442,97.1935,97.4085,97.1661,97.5099,97.4268,97.1935,97.5779,97.5586,96.6696,96.9997,97.0199,96.0539,,96.2948,,,,,97.2138,,,,
959,96.8994,97.0681,97.2988,97.1057,97.3019,97.2256,97.1819,97.0244,97.6504,97.1708,97.2632,97.1078,97.3689,97.2876,97.0762,97.4787,97.4960,96.3590,96.7820,96.8689,95.9325,,96.1748,,,,,97.0928,,,,
958,96.7653,96.8743,97.1494,96.9569,97.1433,97.0781,97.0322,96.8754,97.5508,97.0007,97.1229,97.0404,97.2431,97.1545,96.9660,97.3379,97.4550,96.2795,96.7091,96.7537,95.7525,,96.048,,,,,96.9639,,,,
957,96.6939,96.7930,97.0635,96.8073,96.9553,96.9584,96.8410,96.7664,97.4832,96.8522,97.0247,96.8287,97.0554,97.0023,96.8971,97.1963,97.3168,96.1422,96.5513,96.6579,95.3821,,95.9147,,,,,96.8223,,,,
956,96.4516,96.7082,96.8616,96.5130,96.7778,96.7675,96.7686,96.5201,97.2705,96.6305,96.8595,96.6694,96.8923,96.8125,96.7430,96.9883,97.1846,96.0517,96.4647,96.5563,95.1696,,95.7757,,,,,96.6505,,,,
955,96.3587,96.4735,96.6670,96.3649,96.7449,96.5994,96.5667,96.3802,97.2007,96.6947,96.6681,96.4929,96.8074,96.6681,96.6097,96.7705,97.0419,95.7288,96.2881,96.3238,95.0354,,95.6315,,,,,96.4993,,,,
954,96.1650,96.3301,96.5248,96.3670,96.5833,96.3844,96.2983,96.2521,97.0405,96.3618,96.5248,96.3629,96.6109,96.5310,96.4203,96.5453,96.8570,95.5520,96.0985,96.1026,94.7659,,95.483,,,,,96.3180,,,,
953,95.8956,96.3407,96.4289,96.1520,96.5233,96.1889,96.2371,96.1407,97.0309,96.2063,96.3120,96.3130,96.4320,96.2658,96.2279,96.4330,96.7027,95.3665,95.9347,96.0264,94.5951,,95.3308,,,,,96.1787,,,,
952,95.7256,96.0344,96.1253,95.7338,96.2705,95.9188,95.9515,95.8064,96.8256,95.9454,96.1489,96.1253,96.1734,96.0487,96.0497,96.1478,96.5373,95.1149,95.8326,95.8957,94.2925,,95.1759,,,,,95.9383,,,,
951,95.4147,95.7523,95.8276,95.5327,96.1154,95.6405,95.7076,95.5632,96.6014,95.7554,95.9466,95.8398,95.8418,95.7838,95.8215,95.8835,96.2394,94.8998,95.6498,95.6579,93.9470,,95.019,,,,,95.6867,,,,
950,95.1707,95.6611,95.6480,95.3806,96.0123,95.4825,95.4926,95.3846,96.4129,95.5643,95.6268,95.6773,95.6137,95.6258,95.6904,95.7055,96.0425,94.8254,95.5986,95.5805,93.8344,,94.8613,,,,,95.5253,,,,
949,95.0161,95.4682,95.4083,95.1638,95.8973,95.2916,95.4203,95.1129,96.1458,95.2367,95.4223,95.4742,95.4383,95.4981,95.5221,95.4642,95.8734,94.5814,95.3141,95.3687,93.4721,,94.7035,,,,,95.3138,,,,
948,94.8919,95.3007,95.1661,94.8958,95.6722,95.1425,95.2368,94.9961,95.9945,95.1494,95.1690,95.2732,95.3027,95.3056,95.4805,95.2673,95.7960,94.3702,95.2174,95.2594,93.1070,,94.5467,,,,,95.1426,,,,
